Calorie,Carbohydrates,Cholesterol,Fat,Fiber,Potassium,Protein,Saturated Fat,Serving Size,Sodium,Sugar,Turkish Name
48.3,11.1,0,0.4,2.0,22,1.4,0.0,100.0,0,9.3,kayısı
34.7,8.7,0,0.2,2.5,15,0.8,0.0,100.0,0,3.2,büyük boy patlıcan
261.6,50.2,0,3.4,2.7,98,8.8,0.7,100.0,495,5.7,bayat ekmek
276.8,49.2,0,14.5,34.6,295,13.3,2.6,100.0,2868,7.0,sumak
64.2,7.2,5,1.6,0.0,145,5.3,1.0,100.0,69,7.1,süzme yoğurt 
124.9,6.8,14,0.1,0.0,384,24.2,0.1,100.0,778,0.7,yağsız beyaz peynir 
51.3,4.9,8,1.9,0.0,100,3.5,1.2,100.0,52,0.0,ılık süt
318.8,2.6,69,23.9,0.0,458,20.6,13.6,100.0,703,1.8,tuzsuz beyaz peynir
379.3,44.5,0,22.4,10.5,500,17.8,1.4,100.0,170,2.4,susam ve çörek otu karışımı
41.9,10.2,0,0.2,0.0,8,0.0,0.0,100.0,2,10.0,soda
393.9,3.2,100,33.0,0.0,459,22.7,18.9,100.0,661,0.5,ezine peyniri
48.6,12.1,0,0.3,1.6,14,1.0,0.1,100.0,2,8.5,vişne
29.0,9.3},0,0.3,2.7,15,1.1,0.0,100.0,2,2.5,limon tuzu
282.1,0.0,98,19.7,0.0,203,24.7,8.2,100.0,82,0.0,kuzu kıyma
40.8,8.7,0,0.4,1.5,42,1.9,0.0,100.0,9,5.3,acı kırmızı pul biber
268.1,72.3,0,8.9,21.2,112,6.4,2.6,100.0,77,0.0,yenibahar
700.5,0.7,0,80.7,0.0,4,0.1,15.4,100.0,1,0.0,oda sıcaklığında margarin
147.0,0.7,371,9.7,0.0,199,12.5,3.1,100.0,139,0.4,yumurta 
379.3,44.5,0,22.4,10.5,500,17.8,1.4,100.0,170,2.4,çörek otu
400.4,98.2,0,0.2,0.0,3,0.0,0.0,100.0,37,62.4,şeker
870.1,0.0,0,99.5,0.0,0,0.0,9.8,100.0,0,0.0,ayçiçek yağı 
261.6,50.2,0,3.4,2.7,98,8.8,0.7,100.0,495,5.7,ekmek
0.0,0.0,0,0.0,0.0,0,0.0,0.0,100.0,4,0.0,maden suyu
264.9,4.2,88,21.2,0.0,335,14.2,15.0,100.0,933,4.1,ufalanmış beyaz peynir
393.9,3.2,100,33.0,0.0,459,22.7,18.9,100.0,661,0.5,mihaliç peyniri
436.4,50.8,0,25.8,1.8,44,3.0,9.7,100.0,401,0.0,günlük yufka
721.5,0.1,215,79.6,0.0,23,0.8,51.1,100.0,637,0.1,eritilmiş tereyağı
379.3,44.5,0,22.4,10.5,500,17.8,1.4,100.0,170,2.4,çörek otu 
36.1,6.3,0,0.8,3.4,57,2.9,0.3,100.0,55,0.8,ince kıyılmış maydanoz
81.4,2.6},0,0.0,0.0,0,0.1,0.0,100.0,0,0.0,üzüm sirkesi
385.8,72.8,0,5.4,4.6,165,13.4,1.2,100.0,725,6.2,ekmek kırıntısı
321.7,41.9,0,7.5,26.5,634,40.4,1.0,100.0,50,0.0,yaş maya
589.7,20.9,0,50.5,8.1,361,23.8,8.0,100.0,406,5.0,kavrulmuş yer fıstığı
36.1,6.2,0,0.8,3.5,58,2.9,0.3,100.0,56,0.8,maydanoz yaprağı
87.3,20.5,0,0.1,1.8,43,1.9,0.0,100.0,3,0.9,haşlanmış patates
393.9,3.2,100,33.0,0.0,459,22.7,18.9,100.0,661,0.5,peynir
85.2,20.5,0,0.1,1.8,44,1.9,0.0,100.0,4,0.9,orta boy haşlanmış patates
36.1,6.3,0,0.8,3.4,57,2.9,0.3,100.0,55,0.8,çok küçük doğranmış maydanoz
245.3,64.1},0,3.0,24.8,158,10.5,1.3,100.0,20,0.4,karabiber ve pulbiber
590.1,21.2,0,54.0,4.8,789,17.3,7.5,100.0,35,0.0,tahin
0.0,0.0,0,0.0,0.0,0,0.0,0.0,100.0,4,0.0,oda ısısında su
379.3,44.5,0,22.4,10.5,500,17.8,1.4,100.0,170,2.4,toz kimyon
276.7,53.2,0,13.3,34.7,310,14.5,2.2,100.0,66,10.3,tatlı toz kırmızı biber
253.3,64.7,0,3.0,24.9,160,10.4,1.3,100.0,20,0.4,toz karabiber
664.8,13.6,0,64.5,6.9,350,15.2,5.9,100.0,2,2.4,olgunlaşmamış ceviz
29.6,10.6},0,0.2,2.9,17,0.7,0.0,100.0,2,1.7,kireç kaymağı
277.4,65.1,0,12.8,33.4,104,6.1,3.8,100.0,279,2.4,karanfil
276.7,53.2,0,13.3,34.7,310,14.5,2.2,100.0,66,10.3,tatlı kırmızı biber
306.3,55.2,0,17.8,41.0,405,12.3,1.1,100.0,34,0.0,kişniş tozu
513.0,28.1,0,36.2,12.2,827,26.0,2.0,100.0,13,7.0,hardal tozu
31.9,7.6,0,0.2,1.0,17,0.8,0.0,100.0,9,2.1,pırasa
17.9,4.0,0,0.2,1.6,25,0.8,0.1,100.0,91,2.4,kereviz yaprağı
63.8,15.9,0,0.2,2.1,20,1.1,0.0,100.0,0,12.8,kiraz 
547.7,44.9,0,37.8,1.5,59,7.4,5.5,100.0,251,0.7,milföy hamuru
23.3,3.8,0,0.3,2.4,55,2.9,0.0,100.0,69,0.4,ıspanak
386.8,89.9,0,0.0,0.9,13,0.3,0.0,100.0,8,0.0,mısır nişastası
36.1,6.3,0,0.8,3.4,57,2.9,0.3,100.0,55,0.8,ince doğranmış maydanoz
18.2,3.9,0,0.2,1.2,23,0.9,0.0,100.0,4,2.6,kuru domates
318.8,2.6,69,23.9,0.0,458,20.6,13.6,100.0,703,1.8,sürülebilir beyaz peynir
17.8,3.9,0,0.2,1.2,23,0.9,0.0,100.0,5,2.6,kiraz domates
102.7,25.1,0,1.2,13.6,106,5.0,0.0,100.0,8,0.0,dağ kekiği
36.1,6.3,0,0.8,3.4,57,2.9,0.3,100.0,55,0.8,ayıklanmış maydanoz
269.6,48.2,0,3.2,4.0,147,10.8,0.8,100.0,511,5.8,tam buğday ekmeği
98.3,3.4,16,4.3,0.0,161,11.2,1.7,100.0,370,2.7,süzme peynir
141.6,1.0,64,5.1,0.0,305,22.2,0.9,100.0,968,1.1,dana jambon
113.5,7.8,54,3.0,0.4,157,13.4,0.1,100.0,1214,4.0,hindi füme
321.9,1.4,87,26.9,0.0,146,18.4,8.8,100.0,815,1.1,sosis
248.5,63.1,0,3.0,25.4,160,10.5,1.3,100.0,19,0.4,çarliston biber
289.0,54.4,1,4.0,3.0,104,9.1,0.8,100.0,530,6.2,tost ekmeği
39.4,8.8,0,0.4,1.5,43,1.9,0.0,100.0,8,5.3,tatlı yeşil sivri biber
116.0,6.3,0,10.6,3.2,2,0.8,1.3,100.0,736,0.0,siyah zeytin
98.3,3.4,16,4.3,0.0,161,11.2,1.7,100.0,370,2.7,kolot peyniri
0.0,0.0,0,0.0,0.0,0,0.0,0.0,100.0,4,0.0,kaynar su
51.3,4.9,8,1.9,0.0,100,3.5,1.2,100.0,52,0.0,inek sütü 
282.7,12.6,0,0.0,0.0,5,0.0,0.0,100.0,9,12.7,vanilya çubuğu
29.0,9.3},0,0.3,2.7,15,1.1,0.0,100.0,2,2.5,dövülmüş limon tuzu
69.4,18.8},0,0.2,3.6,17,0.6,0.0,100.0,0,12.6,trabzon peyniri
58.0,15.0,0,0.1,1.9,17,0.4,0.0,100.0,3,0.0,orta boy sulu ayva
231.1,0.0,89,12.1,0.0,245,28.2,4.7,100.0,86,0.0,yağsız kıyma
39.9,9.7,0,0.3,1.5,20,0.9,0.0,100.0,0,8.5,şeftali
296.6,2.2,79,22.3,0.0,358,22.3,13.2,100.0,632,1.0,tel peyniri
85.1,15.5,0,0.2,5.6,115,5.4,0.0,100.0,3,5.9,bezelye
34.8,7.7,0,0.3,3.2,29,1.9,0.1,100.0,0,3.6,taze fasulye
18.2,3.9,0,0.2,1.2,23,0.9,0.0,100.0,4,2.6,orta boy domates 
128.1,22.4,0,0.5,6.3,138,8.8,0.1,100.0,0,0.3,taze barbunya
92.9,21.0,0,0.1,2.2,70,2.5,0.0,100.0,10,1.2,büyük boy patates
16.5,5.5,0,0.0,0.8,9,0.4,0.0,100.0,23,1.6,taze sıkılmış limon suyu 
22.5,4.6,0,0.2,2.5,31,1.9,0.0,100.0,5,2.4,bamya
289.8,72.8,0,0.3,6.8,122,4.1,0.0,100.0,7,67.9,kuş üzümü
53.7,11.7,0,0.3,5.7,72,2.9,0.1,100.0,60,1.0,enginar
128.1,22.4,0,0.5,6.3,138,8.8,0.1,100.0,0,0.3,deniz börülcesi
109.7,19.3,0,0.4,5.5,123,7.7,0.1,100.0,238,1.8,kuru bakla
129.5,22.6,0,0.5,6.4,138,8.7,0.1,100.0,0,0.3,iç bakla
27.6,6.2,0,0.2,0.9,23,1.0,0.0,100.0,1,0.0,sarı biber
22.6,3.8,0,0.4,1.1,29,1.0,0.1,100.0,1,2.5,kabak çiçeği
27.6,6.8,0,0.2,1.2,17,0.9,0.0,100.0,2,3.2,orta boy dolmalık biber
129.5,22.6,0,0.5,6.4,138,8.7,0.1,100.0,0,0.3,barbunya
31.9,7.6,0,0.2,1.0,17,0.8,0.0,100.0,9,2.1,pırasa 
46.4,11.2,0,0.1,0.3,46,0.7,0.0,100.0,1,8.3,portakal suyu
17.9,4.0,0,0.2,1.6,25,0.8,0.1,100.0,91,2.4,kereviz
47.9,15.7,0,0.3,10.8,12,1.5,0.0,100.0,6,4.1,limon kabuğu
150.4,1.1,375,10.5,0.0,169,12.6,3.2,100.0,124,1.1,haşlanmış yumurta
36.6,7.1,0,0.5,2.6,55,2.6,0.1,100.0,20,1.7,brüksel lahanası
578.5,21.0,0,50.1,7.9,363,24.1,7.9,100.0,410,5.0,yer fıstığı
53.7,11.7,0,0.3,5.7,72,2.9,0.1,100.0,60,1.0,enginar 
29.0,9.3,0,0.3,2.7,15,1.1,0.0,100.0,2,2.5,orta boy limon
429.7,14.2,86,28.3,0.0,638,28.7,15.4,100.0,1828,0.0,rendelenmiş parmesan peyniri
301.2,0.0},98,20.5,0.0,187,24.4,8.8,100.0,71,0.0,kuzu kuşbaşı eti
73.6,16.9},0,0.1,3.2,59,2.5,0.0,100.0,12,7.9,arpacık soğan
127.4,28.4,0,0.3,0.4,42,2.7,0.1,100.0,1,0.1,baldo pirinç
64.2,7.2,5,1.6,0.0,145,5.3,1.0,100.0,69,7.1,tuzlu yoğurt
144.8,32.5,0,0.7,2.0,153,6.4,0.0,100.0,16,1.0,fırınlanmış sarımsak
27.5,6.8,0,0.2,1.2,18,0.9,0.0,100.0,2,3.2,dolmalık biber
91.3,21.3,0,0.4,4.1,75,4.7,0.1,100.0,339,7.9,çandır fasulyesi 
48.6,12.1,0,0.3,1.6,14,1.0,0.1,100.0,2,8.5,vişne 
52.5,13.3,0,0.0,0.1,6,0.1,0.0,100.0,60,12.1,vişne suyu
97.3,25.1,0,0.2,10.7,21,1.5,0.0,100.0,3,0.0,portakal kabuğu rendesi
46.5,15.8,0,0.3,10.6,12,1.5,0.0,100.0,5,4.2,limon kabuğu rendesi
309.4,68.0,0,3.4,22.6,299,9.6,2.0,100.0,26,3.4,toz zerdeçal
39.4,8.8,0,0.4,1.5,43,1.9,0.0,100.0,8,5.3,yeşil sivri biber
34.7,8.7,0,0.2,2.5,15,0.8,0.0,100.0,0,3.2,kemer patlıcan
85.4,18.9,0,0.2,4.5,40,3.1,0.0,100.0,5,0.1,başbaşı bulgur
385.6,99.8,0,0.0,0.0,0,0.0,0.0,100.0,0,100.1,küp şeker
84.2,2.6,0,0.0,0.0,18,0.1,0.0,100.0,4,1.0,beyaz şarap
73.6,16.9},0,0.1,3.2,59,2.5,0.0,100.0,12,7.9,shallot soğan
589.7,20.9,0,50.5,8.1,361,23.8,8.0,100.0,406,5.0,kavrulmuş dolmalık fıstık
128.1,22.4,0,0.5,6.3,138,8.8,0.1,100.0,0,0.3,haşlanmış barbunya
242.5,81.0,0,1.5,52.2,64,3.8,0.0,100.0,10,2.3,çubuk tarçın
144.8,32.5},0,0.7,2.0,153,6.4,0.0,100.0,16,1.0,sarımsaklı yoğurt
674.1,13.3,0,69.5,3.6,569,13.7,4.9,100.0,1,3.6,çam fıstığı
247.4,80.4,0,1.1,53.8,64,3.9,0.4,100.0,10,2.3,tarçın 
76.1,19.4,0,0.3,2.9,14,0.8,0.1,100.0,0,16.4,kuru incir
248.5,63.1,0,3.0,25.4,160,10.5,1.3,100.0,19,0.4,kurutulmuş biber
276.8,49.2},0,14.5,34.6,295,13.3,2.6,100.0,2868,7.0,sumak ekşisi
58.0,15.0,0,0.1,1.9,17,0.4,0.0,100.0,3,0.0,ayva
34.0,8.3,0,0.2,3.0,30,0.8,0.0,100.0,57,3.4,mor havuç
894.9,0.0,0,101.5,0.0,0,0.0,13.9,100.0,2,0.0,sızma zeytinyağı
84.2,18.5,0,1.2,4.1,35,1.7,0.1,100.0,2,13.7,nar
129.5,22.6,0,0.5,6.4,138,8.7,0.1,100.0,0,0.3,taze börülce
24.4,2.0,0,0.0,2.0,56,4.0,0.0,100.0,4,0.0,reyhan
15.5,3.5,0,0.3,1.9,16,0.8,0.0,100.0,115,2.6,büyük boy rendelenmiş domates
53.7,11.7,0,0.3,5.7,72,2.9,0.1,100.0,60,1.0,küçük boy enginar
147.0,3.8,0,15.0,3.3,4,1.1,1.8,100.0,1558,0.4,yeşil zeytin
18.5,3.9,0,0.2,1.2,23,0.9,0.0,100.0,5,2.6,kurutulmuş domates
21.9,3.8,0,0.3,0.5,18,0.9,0.1,100.0,171,2.8,sebze suyu
34.7,8.7,0,0.2,2.5,15,0.8,0.0,100.0,0,3.2,top patlıcan
18.5,3.9},0,0.2,1.2,23,0.9,0.0,100.0,5,2.6,biberli domates konservesi
34.6,7.9,0,0.3,3.1,29,1.9,0.0,100.0,0,3.6,çalı fasulyesi
82.4,15.9,0,0.2,5.4,117,5.4,0.0,100.0,3,5.9,taze bezelye
50.4,12.4,0,0.1,2.2,23,0.9,0.0,100.0,1,8.4,portakal
869.2,0.0,0,101.2,0.0,0,0.0,13.9,100.0,1,0.0,zeytinyağ
47.1,11.9,0,0.2,1.7,21,0.9,0.0,100.0,0,9.1,mandalina
118.7,6.2,20,7.2,0.5,76,7.5,2.3,100.0,414,1.1,tatlı kırmızı toz biber)
309.4,68.0,0,3.4,22.6,299,9.6,2.0,100.0,26,3.4,zerdeçal 
268.1,72.3,0,8.9,21.2,112,6.4,2.6,100.0,77,0.0,yenibahar 
19.4,4.0,0,0.1,2.1,32,1.9,0.0,100.0,175,1.1,pazı
23.4,5.5,0,0.1,1.9,32,1.3,0.0,100.0,7,2.8,lahana
379.3,44.5,0,22.4,10.5,500,17.8,1.4,100.0,170,2.4,kimyon 
102.7,25.1,0,1.2,13.6,106,5.0,0.0,100.0,8,0.0,kekik 
233.6,47.8,0,4.3,36.7,277,22.7,2.9,100.0,75,1.4,kuru fesleğen
18.2,3.9,0,0.2,1.2,23,0.9,0.0,100.0,4,2.6,domates içi
46.4,11.2,0,0.1,0.3,46,0.7,0.0,100.0,1,8.3,taze sıkılmış portakal suyu
347.4,2.8,111,35.6,0.0,57,2.9,22.9,100.0,27,2.9,sıvı krema
540.2,58.9,23,29.4,3.4,206,7.8,18.6,100.0,78,51.4,kuvertür çikolata
548.7,58.1,21,31.7,0.2,178,5.9,19.5,100.0,89,59.4,beyaz çikolata
127.4,28.4},0,0.3,0.4,42,2.7,0.1,100.0,1,0.1,pirinç fındık
260.9,12.7,77,22.0,0.0,87,3.1,13.7,100.0,8,8.1,krem şanti
53.0,14.1,0,0.2,2.4,11,0.3,0.0,100.0,1,10.3,rendelenmiş elma
411.3,60.6},0,10.1,20.3,0,19.8,0.0,100.0,0,0.0,kakaolu petibör bisküvi
662.2,17.7,0,62.8,9.2,307,14.9,4.5,100.0,0,4.9,toz fındık
126.6,22.2,0,3.7,0.0,40,1.5,1.0,100.0,141,17.0,pişmeyen vanilyalı puding
260.9,12.7,77,22.0,0.0,87,3.1,13.7,100.0,8,8.1,toz krem şanti
540.2,58.9},23,29.4,3.4,206,7.8,18.6,100.0,78,51.4,çikolata kremalı bisküvi
284.0,64.1,0,1.1,2.6,131,2.1,0.5,100.0,71,49.8,hazır çikolata sosu
140.1,22.7,1,4.6,0.0,56,2.1,1.3,100.0,153,17.0,çikolatalı puding
51.3,4.9,8,1.9,0.0,100,3.5,1.2,100.0,52,0.0,sıcak süt
326.4,0.0,0,0.1,0.0,39,84.9,0.0,100.0,193,0.0,toz jelatin
260.9,12.7,77,22.0,0.0,87,3.1,13.7,100.0,8,8.1,çırpılmış krema
48.3,11.1,0,0.4,2.0,22,1.4,0.0,100.0,0,9.3,kayısı çekirdeği
81.7,10.5,11,3.4,0.8,102,3.2,2.1,100.0,60,9.5,sütlü çikolata
346.1,44.8,2,16.3,1.5,162,6.9,4.3,100.0,588,2.2,pötibör bisküvi
540.2,58.9},23,29.4,3.4,206,7.8,18.6,100.0,78,51.4,çikolatalı fındıklı puding
656.2,17.8,0,61.5,9.4,310,14.9,4.5,100.0,0,4.9,fındık
542.0,60.9,8,31.9,7.0,205,4.8,18.7,100.0,24,48.3,rendelenmiş bitter çikolata
411.3,60.6},0,10.1,20.3,0,19.8,0.0,100.0,0,0.0,kakaolu hazır pandispanya keki
467.3,64.6,0,29.7,5.9,129,4.2,17.7,100.0,10,54.0,damla çikolata
60.8,15.3},0,0.3,2.0,21,0.8,0.0,100.0,1,10.1,orman meyveli sos
313.0,52.9},49,6.5,3.7,99,9.6,1.6,100.0,555,4.3,hazır rulo pasta
540.2,58.9},23,29.4,3.4,206,7.8,18.6,100.0,78,51.4,çikolata kreması
411.3,60.6},0,10.1,20.3,0,19.8,0.0,100.0,0,0.0,kakaolu puding
584.0,27.2,0,44.9,10.0,471,21.5,5.7,100.0,432,7.1,antep fıstığı
411.3,60.6},0,10.1,20.3,0,19.8,0.0,100.0,0,0.0,kakaolu bisküvi
282.7,12.6,0,0.0,0.0,5,0.0,0.0,100.0,9,12.7,vanilya çubuğu 
548.7,58.1,21,31.7,0.2,178,5.9,19.5,100.0,89,59.4,rendelenmiş beyaz çikolata
346.1,44.8,2,16.3,1.5,162,6.9,4.3,100.0,588,2.2,halley bisküvi
243.5,65.2,0,0.5,7.8,71,2.4,0.0,100.0,22,50.8,kuru meyve parçacığı
635.9,13.8,0,65.0,6.9,347,15.2,5.9,100.0,1,2.5,ince çekilmiş ceviz içi
515.5,62.0},14,28.7,2.5,146,5.7,17.3,100.0,54,55.9,toblerone çikolata
282.7,12.6,0,0.0,0.0,5,0.0,0.0,100.0,9,12.7,çubuk vanilya 
358.9,44.6,2,16.5,1.5,165,7.0,4.3,100.0,581,2.2,kedidili bisküvi
656.2,17.8,0,61.5,9.4,310,14.9,4.5,100.0,0,4.9,fındık krokan
260.9,12.7,77,22.0,0.0,87,3.1,13.7,100.0,8,8.1,Bitkisel sıvı krem şanti
69.6,11.8},0,1.5,1.7,78,2.5,0.3,100.0,4,0.3,yulaflı bisküvi
197.2,2.8,0,21.2,0.0,97,2.0,18.8,100.0,12,0.0,hindistan cevizi sütü
584.0,27.2,0,44.9,10.0,471,21.5,5.7,100.0,432,7.1,ince çekilmiş antep fıstığı
721.5,0.1,215,79.6,0.0,23,0.8,51.1,100.0,637,0.1,eritilmiş ve oda ısısında bekletilmiş tereyağı
47.9,15.7,0,0.3,10.8,12,1.5,0.0,100.0,6,4.1,rendelenmiş limon kabuğu
41.8,9.6,0,0.5,5.3,22,1.4,0.0,100.0,1,4.9,dondurulmuş böğürtlen
145.7,0.7},372,9.4,0.0,201,12.7,3.1,100.0,144,0.4,büyük boy yumurta akı
347.4,2.8,111,35.6,0.0,57,2.9,22.9,100.0,27,2.9,şekersiz çiğ krema
328.5,54.5,34,8.8,0.0,252,8.0,5.5,100.0,128,54.5,yoğunlaştırılmış süt
656.2,17.8,0,61.5,9.4,310,14.9,4.5,100.0,0,4.9,fındık içi
126.6,22.2,0,3.7,0.0,40,1.5,1.0,100.0,141,17.0,vanilyalı puding
398.1,98.4},0,0.0,0.1,0,0.0,0.0,100.0,43,59.2,damla sakızlı vanilin
393.6,57.2,74,17.6,0.3,142,3.0,2.9,100.0,271,42.1,pasta süsü
721.5,0.1,215,79.6,0.0,23,0.8,51.1,100.0,637,0.1,oda sıcaklığında tereyağ
282.7,12.6},0,0.0,0.0,5,0.0,0.0,100.0,9,12.7,vanilyalı toz puding
358.9,44.6,2,16.5,1.5,165,7.0,4.3,100.0,581,2.2,kedi dili bisküvi
1.0,0.0,0,0.0,0.0,2,0.1,0.0,100.0,1,0.0,kahve
446.8,3.1,135,46.3,0.0,86,4.6,27.4,100.0,435,2.4,mascarpone peyniri
228.9,0.0,0,0.0,0.0,3,0.0,0.0,100.0,1,0.0,konyak
1.0,0.0,0,0.0,0.0,2,0.1,0.0,100.0,1,0.0,türk kahvesi
373.9,82.1,0,5.1,5.8,221,5.6,1.0,100.0,554,36.9,kakaolu pirinç patlağı
700.5,0.7,0,80.7,0.0,4,0.1,15.4,100.0,1,0.0,margarin
46.5,11.1,0,0.4,3.9,21,1.0,0.0,100.0,1,6.1,kırmızı meyveler
50.8,13.0,0,0.1,1.4,8,0.5,0.0,100.0,0,9.9,ananas
89.4,23.2,0,0.3,2.6,22,1.1,0.1,100.0,1,12.3,küçük muz
104.6,19.0,6,1.9,0.4,234,3.2,1.1,100.0,282,0.0,hazır puding
411.3,60.6},0,10.1,20.3,0,19.8,0.0,100.0,0,0.0,kakaolu krem şanti
63.8,15.9,0,0.2,2.1,20,1.1,0.0,100.0,0,12.8,çekirdeksiz vişne
362.6,77.0,0,1.0,2.7,106,10.2,0.2,100.0,2,0.3,yemek kaşığı un
63.5,15.9,0,0.2,2.0,20,1.1,0.0,100.0,0,12.9,taze vişne 
381.1,98.8,0,0.0,0.0,3,0.0,0.0,100.0,27,97.8,esmer şeker
51.3,4.9},8,1.9,0.0,100,3.5,1.2,100.0,52,0.0,süt kreması
282.7,12.6,0,0.0,0.0,5,0.0,0.0,100.0,9,12.7,vanilya 
206.1,0.0,85,9.9,0.0,254,29.1,2.2,100.0,3643,0.0,hamsi
288.5,0.0},154,2.2,0.0,955,62.3,0.6,100.0,7032,0.0,orta boy palamut balığı
288.5,0.0,154,2.2,0.0,955,62.3,0.6,100.0,7032,0.0,palamut
883.0,0.0,0,100.8,0.0,0,0.0,6.6,100.0,0,0.0,kızartma yağı
288.5,0.0},154,2.2,0.0,955,62.3,0.6,100.0,7032,0.0,büyük boy palamut balığı
254.4,0.0,75,18.0,0.0,281,23.9,4.2,100.0,82,0.0,istavrit
212.7,0.0},142,11.4,0.0,486,24.6,1.5,100.0,302,0.0,sardalya balığı
0.0,0.0,0,0.0,0.0,0,0.0,0.0,100.0,38985,0.0,ince çekilmiş deniz tuzu
254.5,63.0,0,3.0,25.2,155,10.5,1.3,100.0,19,0.4,taze çekilmiş renkli tane karabiber
17.0,3.3,0,0.3,2.1,30,1.2,0.0,100.0,7,1.2,orta boy marul
208.7,0.0,63,12.1,0.0,253,22.0,2.4,100.0,61,0.0,somon
420.7,0.4,111,32.3,0.0,603,29.9,18.8,100.0,714,0.4,kars gravyer peyniri
32.7,6.8},0,0.3,3.0,40,1.7,0.1,100.0,30,2.6,toz sebze çeşni 
263.2,0.0,98,17.0,0.0,205,26.5,6.7,100.0,53,0.0,mezgit fileto
101.0,3.2,31,4.7,0.6,96,12.1,0.6,100.0,31,0.9,köri
336.1,53.0,0,14.9,39.4,483,16.1,0.5,100.0,88,0.0,rezene tohumu
301.8,65.5,0,5.8,4.3,248,11.5,1.4,100.0,145,0.0,safran
115.0,0.0,86,0.9,0.0,232,24.9,0.2,100.0,101,0.0,orta boy çipura
253.3,64.7,0,3.0,24.9,160,10.4,1.3,100.0,20,0.4,ince çekilmiş renkli tane karabiber
0.0,0.0,0,0.0,0.0,0,0.0,0.0,100.0,38985,0.0,iri çekilmiş deniz tuzu
102.7,25.1,0,1.2,13.6,106,5.0,0.0,100.0,8,0.0,taze kekik 
121.7,0.0,53,2.6,0.0,244,23.4,0.7,100.0,86,0.0,deniz levreği
301.1,55.8,0,17.7,42.0,401,12.3,1.1,100.0,34,0.0,kişniş tohumu
0.0,0.0,0,0.0,0.0,0,0.0,0.0,100.0,38395,0.0,ince tuz
52.9,0.7,0,0.2,0.0,15,10.9,0.0,100.0,165,0.7,yumurta beyazı 
263.2,0.0,98,17.0,0.0,205,26.5,6.7,100.0,53,0.0,fileto mezgit
689.3,0.6,41,74.7,0.0,20,0.9,11.8,100.0,626,0.6,mayonez
