Calorie,Carbohydrates,Cholesterol,Fat,Fiber,Potassium,Protein,Saturated Fat,Serving Size,Sodium,Sugar,Turkish Name
23.2,4.9,0,0.8,3.3,9,2.3,0.2,100.0,2326,0.5,kapari çiçeği
208.7,0.0},63,12.1,0.0,253,22.0,2.4,100.0,61,0.0,somon veya mezgit fileto
30.0,4.3,0,0.7,2.7,57,3.4,0.0,100.0,2,2.0,frenk soğanı
306.3,55.2,0,17.8,41.0,405,12.3,1.1,100.0,34,0.0,kişniş
92.9,3.0,237,1.4,0.0,217,15.7,0.4,100.0,44,0.0,bütün kalamar
120.9,1.5,210,1.7,0.0,310,22.6,0.5,100.0,928,0.0,jumbo karides
28.9,6.4,0,0.4,2.8,26,0.9,0.1,100.0,3,4.1,kırmızı jalapeno biberi
101.7,25.5,0,0.5,0.0,101,1.8,0.1,100.0,5,0.0,lemongrass 
29.0,9.3,0,0.3,2.7,15,1.1,0.0,100.0,2,2.5,orta boy limon 
156.0,31.3,0,0.9,1.8,58,5.7,0.2,100.0,1,0.6,Kelebek Makarna
133.3,0.0,46,0.6,0.0,331,29.4,0.2,100.0,54,0.0,ton balığı konservesi
208.0,0.0,62,12.4,0.0,251,22.0,2.4,100.0,60,0.0,fileto somon
261.6,50.2,0,3.4,2.7,98,8.8,0.7,100.0,495,5.7,bayat ekmek içi
144.8,32.5,0,0.7,2.0,153,6.4,0.0,100.0,16,1.0,rendelenmiş sarımsak
172.4,7.3,56,4.5,0.0,286,23.9,0.8,100.0,371,0.0,kabuklu midye
289.8,72.8,0,0.3,6.8,122,4.1,0.0,100.0,7,67.9,kuş üzümü 
81.3,18.8,0,0.5,4.1,81,4.3,0.1,100.0,59,12.2,domates salçası 
121.7,0.0,53,2.6,0.0,244,23.4,0.7,100.0,86,0.0,orta boy levrek balığı
263.2,0.0},98,17.0,0.0,205,26.5,6.7,100.0,53,0.0,fileto levrek
148.8,3.7,0,15.3,3.3,4,1.1,1.9,100.0,1531,0.4,çekirdeksiz yeşil zeytin
23.4,4.9,0,0.8,3.2,10,2.3,0.2,100.0,2360,0.5,kapari turşusu
121.8,21.0,0,1.9,2.8,152,4.4,0.2,100.0,6,0.9,kinoa
133.3,0.0,46,0.6,0.0,331,29.4,0.2,100.0,54,0.0,konserve ton balığı
208.0,0.0,62,12.4,0.0,251,22.0,2.4,100.0,60,0.0,somon fileto
58.3,5.7,0,3.4,4.0,106,3.8,0.2,100.0,1125,1.0,hardal
44.3,7.1,0,1.0,2.0,66,3.0,0.0,100.0,61,0.0,ince doğranmış dereotu
119.0,1.6,212,1.8,0.0,300,22.6,0.6,100.0,944,0.0,ayıklanmış karides
28.0,5.3,0,0.5,2.1,87,2.1,0.1,100.0,1,2.3,kültür mantarı
208.0,0.0,62,12.4,0.0,251,22.0,2.4,100.0,60,0.0,somon fileto 
253.3,64.7,0,3.0,24.9,160,10.4,1.3,100.0,20,0.4,taze çekilmiş karabiber
191.4,0.0,73,8.5,0.0,317,26.9,1.5,100.0,67,0.0,alabalık
118.1,0.0},115,1.2,0.0,254,24.9,0.2,100.0,79,0.0,levrek fileto
18.4,0.1,0,0.0,0.0,3,0.0,0.0,100.0,1,0.1,beyaz sirke
306.3,55.2,0,17.8,41.0,405,12.3,1.1,100.0,34,0.0,toz kişniş
394.7,99.9,0,0.0,0.0,0,0.0,0.0,100.0,1,99.3,beyaz şeker
57.5,5.6,0,3.1,3.9,102,3.6,0.2,100.0,2479,0.9,dijon hardalı
258.3,43.2,0,3.5,6.1,209,12.4,0.7,100.0,457,4.3,tam tahıllı ekmek
120.4,0.0,22,4.3,0.0,161,18.4,0.9,100.0,1969,0.0,somon füme
21.4,4.2,0,0.2,2.0,54,2.4,0.1,100.0,14,1.3,taze kuşkonmaz
22.6,3.8,0,0.4,1.1,29,1.0,0.1,100.0,1,2.5,sakız kabağı
44.3,7.1,0,1.0,2.0,66,3.0,0.0,100.0,61,0.0,ince kıyılmış dereotu
120.4,0.0,22,4.3,0.0,161,18.4,0.9,100.0,1969,0.0,füme somon
43.7,10.1,0,0.2,1.4,34,1.4,0.0,100.0,3,4.7,orta boy kırmızı soğan
40.8,8.7,0,0.4,1.5,42,1.9,0.0,100.0,9,5.3,küçük boy acı kırmızı biber
23.6,3.7,0,0.5,2.8,47,2.3,0.0,100.0,46,0.7,taze kişniş
248.5,63.1,0,3.0,25.4,160,10.5,1.3,100.0,19,0.4,beyaz karabiber
206.1,0.0,85,9.9,0.0,254,29.1,2.2,100.0,3643,0.0,temizlenmiş karadeniz hamsi
119.0,1.6,212,1.8,0.0,300,22.6,0.6,100.0,944,0.0,karides
263.2,0.0},98,17.0,0.0,205,26.5,6.7,100.0,53,0.0,fileto levrek balığı
92.9,3.0,237,1.4,0.0,217,15.7,0.4,100.0,44,0.0,"küçük boy, körpe kalamar"
18.2,3.9,0,0.2,1.2,23,0.9,0.0,100.0,4,2.6,küçük boy domates
39.4,8.8,0,0.4,1.5,43,1.9,0.0,100.0,8,5.3,orta boy sivri biber
119.0,1.6,212,1.8,0.0,300,22.6,0.6,100.0,944,0.0,küçük boy karides
27.5,6.8,0,0.2,1.2,18,0.9,0.0,100.0,2,3.2,büyük boy yeşil biber
263.2,0.0},98,17.0,0.0,205,26.5,6.7,100.0,53,0.0,fileto mezgit balığı
161.8,31.2,0,0.9,1.8,57,5.8,0.2,100.0,0,0.6,Sade Erişte
156.0,31.3,0,0.9,1.8,58,5.7,0.2,100.0,1,0.6,Burgu Makarna
156.0,31.3,0,0.9,1.8,58,5.7,0.2,100.0,1,0.6,Dirsek Makarna
82.4,15.9,0,0.2,5.4,117,5.4,0.0,100.0,3,5.9,haşlanmış bezelye
415.6,3.1,97,33.9,0.0,455,22.8,18.8,100.0,640,0.5,rendelenmiş eski kaşar 
30.0,4.3,0,0.7,2.7,57,3.4,0.0,100.0,2,2.0,çok küçük doğranmış frenk soğanı 
156.0,31.3,0,0.9,1.8,58,5.7,0.2,100.0,1,0.6,Fiyonk Makarna
18.0,3.8,0,0.3,1.1,24,0.9,0.0,100.0,5,2.7,üzüm domates
144.8,32.5,0,0.7,2.0,153,6.4,0.0,100.0,16,1.0,sarımsak 
39.4,8.8,0,0.4,1.5,43,1.9,0.0,100.0,8,5.3,chili biberi
253.3,64.7,0,3.0,24.9,160,10.4,1.3,100.0,20,0.4,öğütülmüş top karabiber
154.7,29.9,0,0.6,1.3,76,5.3,0.1,100.0,4,1.1,Spagetti Makarna
23.4,2.0,0,0.0,2.0,55,4.0,0.0,100.0,3,0.0,taze fesleğen
263.2,0.0},98,17.0,0.0,205,26.5,6.7,100.0,53,0.0,fileto tavuk göğsü
154.7,29.9,0,0.6,1.3,76,5.3,0.1,100.0,4,1.1,Spaghetti Makarna
174.1,19.4},23,6.8,1.1,118,9.3,4.0,100.0,259,0.5,Mantı Makarna
18.2,3.9,0,0.2,1.2,23,0.9,0.0,100.0,4,2.6,domates rendesi
156.0,31.3,0,0.9,1.8,58,5.7,0.2,100.0,1,0.6,Kalem Makarna
156.0,31.3},0,0.9,1.8,58,5.7,0.2,100.0,1,0.6,makarnanın haşlama suyu
146.8,30.0},0,0.6,1.3,77,5.3,0.1,100.0,4,1.1,Fettucine Makarna
419.3,14.1,85,27.6,0.0,635,28.6,15.4,100.0,1811,0.0,parmesan
156.0,31.3,0,0.9,1.8,58,5.7,0.2,100.0,1,0.6,Yüksük Makarna
527.5,49.0,0,36.4,20.7,210,5.9,26.2,100.0,15,3.2,rendelenmiş muskat cevizi
156.0,31.3,0,0.9,1.8,58,5.7,0.2,100.0,1,0.6,Fırın Makarna
527.5,49.0,0,36.4,20.7,210,5.9,26.2,100.0,15,3.2,muskat cevizi
39.4,8.8,0,0.4,1.5,43,1.9,0.0,100.0,8,5.3,kurutulmuş chili biberi
24.4,2.0,0,0.0,2.0,56,4.0,0.0,100.0,4,0.0,fesleğen yaprağı
393.9,3.2,100,33.0,0.0,459,22.7,18.9,100.0,661,0.5,çeçil peyniri
393.9,3.2,100,33.0,0.0,459,22.7,18.9,100.0,661,0.5,rendelenmiş Kolot peyniri
405.3,3.2,99,32.7,0.0,453,22.9,18.8,100.0,653,0.5,rendelenmiş cheddar peyniri
27.6,6.8,0,0.2,1.2,17,0.9,0.0,100.0,2,3.2,renkli dolmalık biber 
192.6,0.0},88,7.3,0.0,191,28.8,2.0,100.0,84,0.0,kemiksiz tavuk but
331.9,72.1,0,0.6,9.1,413,16.5,0.3,100.0,59,2.6,sarımsak tozu
92.7,21.0,0,0.1,2.2,70,2.5,0.0,100.0,10,1.2,orta boy patates 
360.0,73.9,0,1.0,4.0,138,12.7,0.1,100.0,1,0.0,semolina 
313.2,60.5},0,13.1,39.9,91,10.1,7.1,100.0,11,1.4,ada çayı
393.9,3.2,100,33.0,0.0,459,22.7,18.9,100.0,661,0.5,rendelenmiş tulum peyniri
391.7,73.1,0,5.4,4.5,164,13.2,1.2,100.0,741,6.3,ufalanmış bayat ekmek kırıntısı
278.6,0.0,90,17.1,0.0,223,27.2,6.5,100.0,91,0.0,orta yağlı kıyma 
44.7,10.1,0,0.2,1.4,35,1.4,0.0,100.0,2,4.7,küçük boy kuru soğan
35.1,8.1,0,0.2,3.0,30,0.8,0.0,100.0,56,3.4,haşlanmış havuç
114.0,16.8,0,4.2,1.5,47,2.0,0.7,100.0,329,1.4,patates püresi
24.6,5.4,0,0.3,1.5,26,1.2,0.0,100.0,472,3.6,domates sosu
296.6,2.2,79,22.3,0.0,358,22.3,13.2,100.0,632,1.0,dil peyniri
64.2,7.2,5,1.6,0.0,145,5.3,1.0,100.0,69,7.1,çırpılmış yoğurt
44.7,10.1,0,0.2,1.4,35,1.4,0.0,100.0,2,4.7,rendelenmiş kuru soğan
289.5,8.2,65,22.4,2.3,238,14.3,7.7,100.0,669,3.5,köfte baharı
278.6,52.1,0,2.4,2.2,103,10.8,0.5,100.0,598,4.6,ekşi mayalı ekmek
278.6,0.0,90,17.1,0.0,223,27.2,6.5,100.0,91,0.0,kuzu döş kıyma
278.6,0.0,90,17.1,0.0,223,27.2,6.5,100.0,91,0.0,dana döş kıyma
16.4,0.2,0,0.1,0.0,3,3.7,0.0,100.0,189,0.2,kemik suyu
39.4,8.8,0,0.4,1.5,43,1.9,0.0,100.0,8,5.3,kıl biber
24.6,5.4,0,0.3,1.5,26,1.2,0.0,100.0,472,3.6,domates sos 
291.9,0.0},87,19.7,0.0,206,26.6,7.8,100.0,63,0.0,yağlı dana kıyma
506.2,65.3,0,25.1,2.0,107,5.1,8.0,100.0,306,33.0,galeta
643.2,13.7,0,65.0,6.6,346,15.2,6.1,100.0,1,2.7,iri dövülmüş ceviz içi
261.6,50.2,0,3.4,2.7,98,8.8,0.7,100.0,495,5.7,bayat ekmek içi 
63.1,7.1,6,1.6,0.0,141,5.2,1.0,100.0,69,7.1,yoğurt 
282.8,54.9,0,1.2,2.2,97,9.1,0.2,100.0,529,1.3,tırnak pide
85.4,18.9},0,0.2,4.5,40,3.1,0.0,100.0,5,0.1,köftelik ince bulgur
278.6,0.0,90,17.1,0.0,223,27.2,6.5,100.0,91,0.0,orta yağlı dana kıyma
399.9,71.4,0,5.4,4.5,166,13.3,1.2,100.0,717,6.2,galeta unu 
84.3,18.8,0,0.2,4.6,40,3.1,0.0,100.0,5,0.1,ince köftelik bulgur
635.9,13.8,0,65.0,6.9,347,15.2,5.9,100.0,1,2.5,ceviz içi 
730.8,0.1,216,80.7,0.0,24,0.8,51.4,100.0,632,0.1,tereyağı veya margarin
278.6,0.0,90,17.1,0.0,223,27.2,6.5,100.0,91,0.0,dana nuar kıyma
53.0,14.1,0,0.2,2.4,11,0.3,0.0,100.0,1,10.3,marul
0.0,0.0,0,0.0,0.0,0,0.0,0.0,100.0,1,0.0,buz
391.7,73.1},0,5.4,4.5,164,13.2,1.2,100.0,741,6.3,bayat ekmek içi ya da galeta unu
85.4,18.9},0,0.2,4.5,40,3.1,0.0,100.0,5,0.1,köftelik bulgur
301.2,0.0},98,20.5,0.0,187,24.4,8.8,100.0,71,0.0,yağlı kuzu boşluk eti
391.7,73.1,0,5.4,4.5,164,13.2,1.2,100.0,741,6.3,Trabzon ekmeği kırıntısı
289.5,8.2},65,22.4,2.3,238,14.3,7.7,100.0,669,3.5,karışık köfte baharatı 
278.6,0.0,90,17.1,0.0,223,27.2,6.5,100.0,91,0.0,az yağlı dana kıyma
32.0,7.3,0,0.2,2.6,37,1.8,0.0,100.0,16,2.3,yeşil soğan
248.5,63.1,0,3.0,25.4,160,10.5,1.3,100.0,19,0.4,toz biber
287.0,0.0,97,20.7,0.0,187,24.7,8.9,100.0,72,0.0,kuzu eti
24.4,2.0,0,0.0,2.0,56,4.0,0.0,100.0,4,0.0,kuru reyhan
233.6,47.8,0,4.3,36.7,277,22.7,2.9,100.0,75,1.4,kurutulmuş reyhan
314.7,75.6,0,10.1,25.3,113,10.0,0.0,100.0,24,0.0,toz defne yaprağı 
301.2,0.0,98,20.5,0.0,187,24.4,8.8,100.0,71,0.0,kuzu kol
24.4,2.0,0,0.0,2.0,56,4.0,0.0,100.0,4,0.0,kuru reyhan 
291.9,0.0,87,19.7,0.0,206,26.6,7.8,100.0,63,0.0,dana kuşbaşı eti
291.9,0.0,87,19.7,0.0,206,26.6,7.8,100.0,63,0.0,kuşbaşı dana eti
301.2,0.0,98,20.5,0.0,187,24.4,8.8,100.0,71,0.0,kuşbaşı kuzu kol
926.0,0.0,96,100.9,0.0,0,0.0,39.3,100.0,0,0.0,kuyruk yağı
291.9,0.0,87,19.7,0.0,206,26.6,7.8,100.0,63,0.0,iri doğranmış dana eti
48.8,7.5,2,1.6,1.8,34,1.4,0.2,100.0,438,5.0,beşamel sos
81.3,18.8},0,0.5,4.1,81,4.3,0.1,100.0,59,12.2,salçalı su
113.9,0.7},51,3.6,0.0,246,18.5,1.3,100.0,856,0.3,dana fırınlık kaburga
169.8,0.9,563,6.6,0.0,407,24.4,2.1,100.0,77,0.0,ciğer
221.2,0.0,90,12.2,0.0,209,27.7,4.4,100.0,69,0.0,kuşbaşı et 
258.5,49.3,0,3.3,2.7,97,8.9,0.7,100.0,494,5.6,beyaz ekmek 
27.6,6.7,0,0.2,1.2,17,0.9,0.0,100.0,2,3.2,küçük biber turşusu
224.9,0.0},108,8.7,0.0,206,33.7,3.2,100.0,70,0.0,kuşbaşı kuzu eti
278.6,0.0,90,17.1,0.0,223,27.2,6.5,100.0,91,0.0,orta yağlı kuzu kıyma
226.3,0.0},114,11.5,0.0,236,30.3,4.2,100.0,86,0.0,dana ciğeri
318.7,55.6,0,7.0,3.3,126,8.8,1.7,100.0,477,0.0,tortilla ekmeği
48.8,7.5,2,1.6,1.8,34,1.4,0.2,100.0,438,5.0,acı sos
17.0,3.3,0,0.3,2.1,30,1.2,0.0,100.0,7,1.2,kıvırcık marul
192.5,4.7,58,19.6,0.0,76,2.4,10.1,100.0,30,3.4,ekşi krema 
44.7,10.1,0,0.2,1.4,35,1.4,0.0,100.0,2,4.7,rendelenmiş orta boy kuru soğan
253.3,64.7,0,3.0,24.9,160,10.4,1.3,100.0,20,0.4,çekilmiş tane karabiber
391.7,73.1,0,5.4,4.5,164,13.2,1.2,100.0,741,6.3,ıslatılmış ekmek içi
300.8,2.2,79,22.7,0.0,347,22.4,13.2,100.0,623,1.0,mozzarella peyniri
226.3,0.0,114,11.5,0.0,236,30.3,4.2,100.0,86,0.0,dana döş eti 
0.0,0.0,0,0.0,0.0,0,0.0,0.0,100.0,38395,0.0,ince çekilmiş tuz
301.2,0.0,98,20.5,0.0,187,24.4,8.8,100.0,71,0.0,kuzu incik
301.2,0.0,98,20.5,0.0,187,24.4,8.8,100.0,71,0.0,orta yağlı kuzu eti
226.5,2.6,493,8.9,0.0,419,30.4,3.4,100.0,55,0.0,kuzu ciğeri
301.2,0.0,98,20.5,0.0,187,24.4,8.8,100.0,71,0.0,kuzu şiş
27.6,6.8,0,0.2,1.2,17,0.9,0.0,100.0,2,3.2,dolmalık kırmızı biber
44.7,10.1},0,0.2,1.4,35,1.4,0.0,100.0,2,4.7,soğan suyu
329.4,0.0,85,24.4,0.0,202,24.0,9.8,100.0,57,0.0,bonfile
34.7,8.7,0,0.2,2.5,15,0.8,0.0,100.0,0,3.2,közlenmiş patlıcan
92.9,21.0,0,0.1,2.2,70,2.5,0.0,100.0,10,1.2,rendelenmiş patates
44.7,10.1,0,0.2,1.4,35,1.4,0.0,100.0,2,4.7,büyük kuru soğan
157.7,9.2,42,8.5,1.0,159,11.4,4.0,100.0,407,2.9,lazanya yaprağı
314.7,75.6,0,10.1,25.3,113,10.0,0.0,100.0,24,0.0,toz defne yaprağı
312.2,0.0,91,20.9,0.0,196,28.6,10.7,100.0,80,0.0,kuzu pirzola
271.9,59.7,0,6.6,39.8,303,13.2,0.0,100.0,75,3.4,mercanköşk
64.2,7.2,5,1.6,0.0,145,5.3,1.0,100.0,69,7.1,koyu kıvamlı yoğurt
273.4,0.0,95,18.8,0.0,194,26.0,7.3,100.0,52,0.0,ince dövülmüş biftek
248.5,63.1,0,3.0,25.4,160,10.5,1.3,100.0,19,0.4,domates/acı biber salçası karışımı
46.5,15.8,0,0.3,10.6,12,1.5,0.0,100.0,5,4.2,limon rendesi
115.4,19.3,64,2.9,0.0,101,3.6,1.5,100.0,231,10.8,pastacılık kreması
398.6,72.9,0,12.0,2.1,108,3.9,1.1,100.0,14,68.5,marzipan
606.8,21.1,0,51.7,10.8,462,20.7,3.9,100.0,499,4.7,dövülmüş badem içi
314.5,68.3,0,6.4,27.9,177,10.9,0.5,100.0,18,0.0,dövülmüş kakule
321.7,41.9,0,7.5,26.5,634,40.4,1.0,100.0,50,0.0,yaş maya 
721.5,0.1,215,79.6,0.0,23,0.8,51.1,100.0,637,0.1,soğuk tereyağı
294.0,53.6,0,6.1,1.9,76,7.1,1.5,100.0,482,0.2,baklavalık yufka
214.7,0.1,128,13.6,0.0,197,23.6,4.2,100.0,171,0.0,tavuk kalça
192.6,0.0},88,7.3,0.0,191,28.8,2.0,100.0,84,0.0,kemiksiz tavuk kalça
79.5,17.9,0,1.0,2.0,33,2.0,0.0,100.0,12,1.5,rendelenmiş taze zencefil
549.8,28.3,0,43.0,27.5,648,18.4,3.7,100.0,29,1.5,keten tohumu
314.5,68.3,0,6.4,27.9,177,10.9,0.5,100.0,18,0.0,kakule
374.9,44.2,0,22.3,10.6,497,17.7,1.4,100.0,170,2.4,kimyon tohumu
247.4,80.4,0,1.1,53.8,64,3.9,0.4,100.0,10,2.3,toz tarçın
362.9,80.9,0,1.4,2.4,98,6.0,0.4,100.0,0,0.1,pirinç unu
85.4,3.8},0,0.0,0.0,18,0.4,0.0,100.0,5,3.8,gül suyu
191.4,0.0,89,7.3,0.0,197,29.2,2.0,100.0,85,0.0,yağlı tavuk eti
145.7,0.7,372,9.4,0.0,201,12.7,3.1,100.0,144,0.4,büyük boy yumurta
537.8,63.0,0,30.3,5.5,151,5.4,28.5,100.0,41,54.1,Nutella
656.2,17.8},0,61.5,9.4,310,14.9,4.5,100.0,0,4.9,fındık kreması
662.2,17.7,0,62.8,9.2,307,14.9,4.5,100.0,0,4.9,dövülmüş fındık
165.1,27.4,0,2.6,7.7,167,8.9,0.3,100.0,240,4.8,nohut 
306.3,55.2,0,17.8,41.0,405,12.3,1.1,100.0,34,0.0,kişniş 
558.5,29.7,0,43.9,3.4,587,18.2,7.7,100.0,12,5.9,çiğ kaju fıstığı
356.2,78.5,0,0.4,12.9,0,14.2,0.0,100.0,294,45.2,goji berry
242.9,63.7,0,0.6,7.5,71,3.4,0.0,100.0,9,53.3,günkurusu kayısı
46.2,11.4,0,0.3,1.4,16,0.7,0.0,100.0,0,9.9,kurutulmuş erik
23.4,5.5,0,0.1,1.9,32,1.3,0.0,100.0,7,2.8,beyaz lahana 
548.7,58.1,21,31.7,0.2,178,5.9,19.5,100.0,89,59.4,beyaz çikolata 
540.2,58.9,23,29.4,3.4,206,7.8,18.6,100.0,78,51.4,bitter kuvertür çikolata
51.3,4.9},8,1.9,0.0,100,3.5,1.2,100.0,52,0.0,sütlü kuvertür çikolata
540.2,58.9,23,29.4,3.4,206,7.8,18.6,100.0,78,51.4,beyaz kuvertür çikolata
883.0,0.0,0,100.8,0.0,0,0.0,6.6,100.0,0,0.0,sıvı yağ 
99.7,25.4,0,0.2,10.9,21,1.5,0.0,100.0,3,0.0,rendelenmiş portakal kabuğu
263.2,0.0},98,17.0,0.0,205,26.5,6.7,100.0,53,0.0,fileto tavuk göğsü 
39.2,9.6,0,0.2,1.5,45,2.0,0.0,100.0,6,5.2,orta boy kapya biber
27.3,6.6,0,0.2,1.2,17,0.9,0.0,100.0,1,3.2,orta boy yeşil dolmalık biber
51.3,4.9},8,1.9,0.0,100,3.5,1.2,100.0,52,0.0,süt kaymağı
147.0,0.7,371,9.7,0.0,199,12.5,3.1,100.0,139,0.4,küçük boy yumurta
93.9,21.0},0,1.5,2.4,75,3.4,0.2,100.0,1,4.6,mısır irmiği
300.8,2.2,79,22.7,0.0,347,22.4,13.2,100.0,623,1.0,rendelenmiş mozzarella peyniri
23.4,2.0},0,0.0,2.0,55,4.0,0.0,100.0,3,0.0,taze fesleğen yaprağı
64.2,7.2},5,1.6,0.0,145,5.3,1.0,100.0,69,7.1,yoğurt kaymağı
222.6,0.0,92,12.9,0.0,179,23.7,3.7,100.0,72,0.0,tavuk
858.8,0.0,0,100.6,0.0,0,0.0,14.1,100.0,0,0.0,susam yağı
44.7,10.1,0,0.2,1.4,35,1.4,0.0,100.0,2,4.7,taze soğan 
92.7,21.0,0,0.1,2.2,70,2.5,0.0,100.0,10,1.2,küçük boy patates
130.4,28.4,0,0.2,0.0,33,2.4,0.0,100.0,0,0.0,risotto pirinci
100.1,3.4,16,4.3,0.0,158,11.0,1.7,100.0,361,2.7,tuzsuz lor peyniri
362.6,77.0,0,1.0,2.7,106,10.2,0.2,100.0,2,0.3,elenmiş un
52.6,13.7,0,0.2,2.4,11,0.3,0.0,100.0,0,10.3,orta boy kırmızı elma
144.8,32.5,0,0.7,2.0,153,6.4,0.0,100.0,16,1.0,dövülmüş sarımsak
52.7,11.9,0,0.5,6.5,28,1.0,0.0,100.0,1,4.5,ahududu
405.2,98.6,0,0.0,0.0,2,0.0,0.0,100.0,38,63.5,nane yaprağı
100.7,27.6,0,0.1,0.3,25,1.1,0.0,100.0,890,21.3,ketçap
316.0,55.4,0,7.1,3.3,123,8.7,1.7,100.0,479,0.0,tortilla
273.4,0.0,95,18.8,0.0,194,26.0,7.3,100.0,52,0.0,yağsız biftek
91.3,21.3,0,0.4,4.1,75,4.7,0.1,100.0,339,7.9,konserve meksika fasulyesi
347.4,2.8,111,35.6,0.0,57,2.9,22.9,100.0,27,2.9,çiğ krema
282.7,12.6,0,0.0,0.0,5,0.0,0.0,100.0,9,12.7,çubuk vanilya
182.1,0.0,126,8.9,0.0,200,24.1,2.4,100.0,98,0.0,tavuk but
58.3,5.7,0,3.4,4.0,106,3.8,0.2,100.0,1125,1.0,taneli hardal
99.7,25.4,0,0.2,10.9,21,1.5,0.0,100.0,3,0.0,portakal kabuğu
405.3,3.2,99,32.7,0.0,453,22.9,18.8,100.0,653,0.5,eski kaşar peyniri
584.0,27.2,0,44.9,10.0,471,21.5,5.7,100.0,432,7.1,iri çekilmiş antep fıstığı
18.1,0.1,0,0.0,0.0,4,0.0,0.0,100.0,2,0.1,pirinç sirkesi
79.5,17.9,0,1.0,2.0,33,2.0,0.0,100.0,12,1.5,taze zencefil
249.2,52.9},0,2.2,5.2,105,3.2,0.4,100.0,2,10.7,kestane mantarı
358.9,44.6,2,16.5,1.5,165,7.0,4.3,100.0,581,2.2,bebe bisküvisi
540.2,58.9,23,29.4,3.4,206,7.8,18.6,100.0,78,51.4,çikolata
131.2,28.5},0,0.3,0.4,43,2.7,0.1,100.0,1,0.1,basmati veya yasmin pirinci
301.8,65.5,0,5.8,4.3,248,11.5,1.4,100.0,145,0.0,safran 
314.5,68.3,0,6.4,27.9,177,10.9,0.5,100.0,18,0.0,ezilmiş kakule
114.1,23.4,0,0.2,1.4,22,3.8,0.0,100.0,5,0.1,kuskus
222.6,0.0,92,12.9,0.0,179,23.7,3.7,100.0,72,0.0,tavuk füme
700.5,0.7},0,80.7,0.0,4,0.1,15.4,100.0,1,0.0,margarin veya tuzsuz tereyağı
127.4,28.4},0,0.3,0.4,42,2.7,0.1,100.0,1,0.1,pirinç yufkası
160.8,10.0,98,4.6,0.0,242,18.8,1.0,100.0,209,0.0,oyster 
